자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-34834,2024-06-30 23:30:41,2102,봉림교 교통섬,0,2024-06-30 23:34:33,03811,신사로입구,0,3,549.96,2004,F,내국인,ST-702,ST-2851,일반자전거
SPB-55657,2024-06-30 22:45:59,1122,황금내근린공원,0,2024-06-30 23:34:34,01125,명덕고교입구(영종빌딩),0,48,4477.44,2001,M,내국인,ST-520,ST-835,일반자전거
SPB-68872,2024-06-30 22:15:51,5868,로프트시티오피스텔,0,2024-06-30 23:34:36,03927,구로월드아파트 앞,0,78,7647.69,1992,M,내국인,ST-3238,ST-3182,일반자전거
SPB-63088,2024-06-30 21:46:35,1750,창포원 남쪽 입구,0,2024-06-30 23:34:36,01750,창포원 남쪽 입구,0,108,11990.0,1999,\N,내국인,ST-2095,ST-2095,일반자전거
SPB-67641,2024-06-30 23:26:02,3927,구로월드아파트 앞,0,2024-06-30 23:34:36,01956,동아1차APT105동 버스정류장(신도림중학교 방면),0,8,1060.0,1994,M,내국인,ST-3182,ST-1218,일반자전거
SPB-55786,2024-06-30 23:26:11,355,서울사대부설초등학교 앞,0,2024-06-30 23:34:36,03420,성균관대입구 사거리 B,0,8,1252.41,1989,M,내국인,ST-171,ST-1817,일반자전거
SPB-64455,2024-06-30 23:22:31,2369,KT선릉타워,0,2024-06-30 23:34:37,04902,구역삼세무서 교차로,0,12,1926.97,1991,M,내국인,ST-1178,ST-2870,일반자전거
SPB-41292,2024-06-30 23:10:35,207,여의나루역 1번출구 앞,0,2024-06-30 23:34:37,02003,사육신공원앞,0,24,3515.06,1994,M,내국인,ST-73,ST-877,일반자전거
SPB-34248,2024-06-30 22:58:41,374,청구역 2번출구 앞,0,2024-06-30 23:34:37,00372,약수역 3번출구 뒤,0,35,927.92,1963,M,내국인,ST-189,ST-187,일반자전거
SPB-82306,2024-06-30 23:20:21,3410,종로3가역 8번출구,99,2024-06-30 23:34:37,04707,청계3가 사거리,99,14,990.58,2000,F,내국인,ST-1807,ST-2513,새싹자전거
SPB-70470,2024-06-30 23:13:26,4029,청소년수련관 후문,0,2024-06-30 23:34:38,04029,청소년수련관 후문,0,21,3580.0,1992,M,내국인,ST-2718,ST-2718,일반자전거
SPB-52824,2024-06-30 22:16:09,5868,로프트시티오피스텔,0,2024-06-30 23:34:38,03927,구로월드아파트 앞,0,78,530.0,1994,F,내국인,ST-3238,ST-3182,일반자전거
SPB-60668,2024-06-30 23:26:58,641,용두역 4번출구,0,2024-06-30 23:34:40,04122,청계9가교차로 앞,0,7,913.35,1992,M,내국인,ST-408,ST-2508,일반자전거
SPB-32490,2024-06-30 23:03:19,2431,대치역 7번출구,0,2024-06-30 23:34:40,02372,대치역 사거리,0,31,4670.42,1985,\N,내국인,ST-1897,ST-1181,일반자전거
SPB-82551,2024-06-30 23:20:57,3410,종로3가역 8번출구,99,2024-06-30 23:34:41,04707,청계3가 사거리,99,13,1290.0,2000,F,내국인,ST-1807,ST-2513,새싹자전거
SPB-56443,2024-06-30 23:26:37,144,공덕역 8번출구,0,2024-06-30 23:34:41,04247,서울서부지방법원등기국앞,0,8,1066.71,1996,M,내국인,ST-202,ST-3020,일반자전거
SPB-53512,2024-06-30 23:30:07,2622,올림픽공원역 3번출구,0,2024-06-30 23:34:42,01267,올림픽공원 남2문 앞,0,4,910.0,2004,M,내국인,ST-1720,ST-1086,일반자전거
SPB-39735,2024-06-30 22:48:35,3420,성균관대입구 사거리 B,0,2024-06-30 23:34:42,00623,서울시립대 정문 앞 B,0,46,4846.73,1984,\N,내국인,ST-1817,ST-391,일반자전거
SPB-48695,2024-06-30 23:29:00,4571,문래동롯데캐슬아파트,0,2024-06-30 23:34:43,01906,신도림역 1번 출구 앞,0,5,1840.0,1991,,내국인,ST-2820,ST-664,일반자전거
SPB-42292,2024-06-30 22:52:51,4122,청계9가교차로 앞,0,2024-06-30 23:34:43,04122,청계9가교차로 앞,0,41,4169.45,1998,\N,내국인,ST-2508,ST-2508,일반자전거
SPB-51626,2024-06-30 21:46:38,1750,창포원 남쪽 입구,0,2024-06-30 23:34:44,01750,창포원 남쪽 입구,0,108,12189.14,2000,M,내국인,ST-2095,ST-2095,일반자전거
SPB-44861,2024-06-30 22:17:18,133,해담는다리,0,2024-06-30 23:34:45,00914,새절역 2번출구,0,77,8726.19,1969,F,내국인,ST-35,ST-462,일반자전거
SPB-70296,2024-06-30 22:00:27,668,서울축산농협(장안지점),0,2024-06-30 23:34:46,00668,서울축산농협(장안지점),0,94,17280.0,1998,M,내국인,ST-2268,ST-2268,일반자전거
SPB-68230,2024-06-30 23:29:06,505,자양사거리 광진아크로텔 앞,0,2024-06-30 23:34:47,03542,래미안 구의파크 스위트,0,5,1280.0,2001,M,내국인,ST-102,ST-1722,일반자전거
SPB-35123,2024-06-30 22:58:49,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2024-06-30 23:34:47,02219,"고속터미널역 8-1번, 8-2번 출구 사이",0,35,2260.86,2003,M,내국인,ST-750,ST-750,일반자전거
SPB-47436,2024-06-30 23:29:12,1608,공릉역 1번 출구 앞,0,2024-06-30 23:34:49,02901,공릉동풍림아파트 101동,0,5,680.6,1993,F,내국인,ST-735,ST-2067,일반자전거
SPB-70111,2024-06-30 23:03:39,3651,개포동역 4번출구,0,2024-06-30 23:34:50,02373,개포동역 사거리,0,31,3702.28,1993,M,내국인,ST-3049,ST-1182,일반자전거
SPB-54108,2024-06-30 21:40:50,571,세종대학교 대양AI센터,0,2024-06-30 23:34:50,03534,건대입구역 5번출구 뒤,0,114,1752.05,2004,M,내국인,ST-382,ST-1661,일반자전거
SPB-70323,2024-06-30 23:32:04,640,동대문경찰서 교차로,0,2024-06-30 23:34:50,00656,영휘원 교차로,0,2,0.0,2000,M,내국인,ST-407,ST-1628,일반자전거
SPB-43525,2024-06-30 23:21:51,3132,홍제교,0,2024-06-30 23:34:51,00446,상명대입구,0,13,2169.08,1999,\N,내국인,ST-2217,ST-938,일반자전거
SPB-69043,2024-06-30 23:18:21,800,목월공원 앞,0,2024-06-30 23:34:51,00823,효창동주민센터 앞,0,16,1607.08,1982,M,내국인,ST-322,ST-441,일반자전거
SPB-42070,2024-06-30 22:26:09,2342,대청역 1번출구  뒤,0,2024-06-30 23:34:52,02404,대모산입구역 4번 출구 앞,0,68,11713.29,1998,,내국인,ST-823,ST-1574,일반자전거
SPB-41430,2024-06-30 22:59:17,2279,교대역 5번출구뒤,0,2024-06-30 23:34:54,02217,아크로리버뷰 부지 앞,0,35,5238.52,2006,M,내국인,ST-1305,ST-749,일반자전거
SPB-46367,2024-06-30 23:30:42,2306,압구정역 2번 출구 옆,0,2024-06-30 23:34:55,02308,압구정파출소 앞,0,4,670.0,1965,M,내국인,ST-791,ST-793,일반자전거
SPB-43727,2024-06-30 23:26:37,2715,마곡나루역 2번 출구,0,2024-06-30 23:34:55,03783,마곡금호어울림아파트,0,8,1655.77,1997,F,내국인,ST-2031,ST-2490,일반자전거
SPB-69221,2024-06-30 22:48:50,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2024-06-30 23:34:57,02219,"고속터미널역 8-1번, 8-2번 출구 사이",0,46,2203.19,2003,F,내국인,ST-750,ST-750,일반자전거
SPB-61971,2024-06-30 23:33:41,584,광진광장 교통섬,0,2024-06-30 23:34:58,00516,광진메디칼 앞,0,1,260.0,2004,M,내국인,ST-445,ST-114,일반자전거
SPB-80024,2024-06-30 23:33:05,2715,마곡나루역 2번 출구,99,2024-06-30 23:35:00,02701,마곡나루역 5번출구 뒤편,99,1,220.0,1956,\N,내국인,ST-2031,ST-1718,새싹자전거
SPB-32137,2024-06-30 23:29:22,1429,장안중학교,0,2024-06-30 23:35:01,01469,먹골역 4번출구,0,5,1042.86,1976,\N,내국인,ST-854,ST-2290,일반자전거
SPB-69649,2024-06-30 23:00:55,5080,가양역 1번출구,0,2024-06-30 23:35:01,00228,선유도역 3번출구 앞,0,34,4835.84,\N,M,내국인,ST-3084,ST-278,일반자전거
SPB-54499,2024-06-30 23:29:49,4785,롯데시티호텔,0,2024-06-30 23:35:03,00454,종로2가 버스정류장 (종각방향),0,5,403.29,1996,\N,내국인,ST-2526,ST-1607,일반자전거
SPB-47172,2024-06-30 22:28:59,2342,대청역 1번출구  뒤,0,2024-06-30 23:35:03,02404,대모산입구역 4번 출구 앞,0,66,11190.0,\N,\N,내국인,ST-823,ST-1574,일반자전거
SPB-56616,2024-06-30 23:31:58,485,서울역5번출구,0,2024-06-30 23:35:03,00445,대한상공회의소,0,3,440.0,1970,M,내국인,ST-1791,ST-1771,일반자전거
SPB-52815,2024-06-30 21:46:12,1012,천호역효성해링턴타워 앞,0,2024-06-30 23:35:03,01012,천호역효성해링턴타워 앞,0,108,5861.79,1995,F,내국인,ST-496,ST-496,일반자전거
SPB-30254,2024-06-30 23:30:19,1152,마곡역교차로,0,2024-06-30 23:35:04,02746,수명산파크 4단지 411동 앞,0,4,812.03,\N,F,내국인,ST-1064,ST-2419,일반자전거
SPB-47795,2024-06-30 23:31:48,3575,자양사거리(서원빌딩),0,2024-06-30 23:35:05,03536,중앙농협(자양동),0,3,690.0,1996,M,내국인,ST-2314,ST-1663,일반자전거
SPB-59352,2024-06-30 21:27:42,2214,신반포역 2번출구 앞,0,2024-06-30 23:35:05,02219,"고속터미널역 8-1번, 8-2번 출구 사이",0,127,3280.0,2004,M,내국인,ST-748,ST-750,일반자전거
SPB-65178,2024-06-30 22:44:47,1396,래미안장위퍼스트하이(513동),0,2024-06-30 23:35:05,01396,래미안장위퍼스트하이(513동),0,50,1840.0,1982,M,내국인,ST-2237,ST-2237,일반자전거
SPB-64392,2024-06-30 23:05:56,3600,사근빗물펌프장 건너편,0,2024-06-30 23:35:06,00630,동대문구 보건소,0,29,2270.0,1998,M,내국인,ST-2420,ST-397,일반자전거
SPB-52092,2024-06-30 23:06:46,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2024-06-30 23:35:07,02025,흑석역 1번출구,0,28,4390.1,1996,M,내국인,ST-750,ST-692,일반자전거
SPB-40497,2024-06-30 23:26:39,1078,둔촌사거리,0,2024-06-30 23:35:07,01218,방이역 4번출구,0,8,395.16,1989,M,내국인,ST-1839,ST-892,일반자전거
SPB-64475,2024-06-30 23:16:56,3682,길동 동호빌딩,0,2024-06-30 23:35:10,03688,상일동산(동아아파트앞 교차로),0,18,2570.0,1995,M,내국인,ST-2750,ST-2841,일반자전거
SPB-56740,2024-06-30 23:27:53,3935,고대구로병원 앞,0,2024-06-30 23:35:11,01985,구로도서관,0,7,938.81,2000,F,내국인,ST-3252,ST-1275,일반자전거
SPB-34723,2024-06-30 23:05:55,1251,석촌역 2번출구,0,2024-06-30 23:35:12,03681,길동 마루빌딩,0,29,5463.21,1989,M,내국인,ST-1070,ST-2749,일반자전거
SPB-49018,2024-06-30 23:23:39,961,불광역 9번 출구,0,2024-06-30 23:35:12,00923,국민은행 연서지점,0,11,1340.0,1995,M,내국인,ST-1482,ST-471,일반자전거
SPB-54611,2024-06-30 23:06:47,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2024-06-30 23:35:13,02025,흑석역 1번출구,0,28,4364.08,1993,F,내국인,ST-750,ST-692,일반자전거
SPB-52945,2024-06-30 23:28:59,1193,마곡센트럴타워 1차,0,2024-06-30 23:35:13,02715,마곡나루역 2번 출구,0,6,1160.0,2004,F,내국인,ST-1688,ST-2031,일반자전거
SPB-44800,2024-06-30 23:30:21,1914,대림역4번출구,0,2024-06-30 23:35:14,01985,구로도서관,0,4,506.37,1970,M,내국인,ST-918,ST-1275,일반자전거
SPB-58277,2024-06-30 22:20:19,4484,잠실나루역4번출구뒤,0,2024-06-30 23:35:15,01222,잠실새내역 5번 출구 뒤,0,74,18084.1,2003,F,내국인,ST-2594,ST-547,일반자전거
SPB-36857,2024-06-30 23:05:59,3600,사근빗물펌프장 건너편,0,2024-06-30 23:35:16,00630,동대문구 보건소,0,29,1728.91,1998,\N,내국인,ST-2420,ST-397,일반자전거
SPB-68748,2024-06-30 23:30:58,1433,중화역 2번출구,0,2024-06-30 23:35:18,01469,먹골역 4번출구,0,4,850.0,\N,M,내국인,ST-857,ST-2290,일반자전거
SPB-55194,2024-06-30 23:19:55,1274,영파여고 앞,0,2024-06-30 23:35:19,04859,잠실나루 나들목,0,15,2739.05,1942,M,내국인,ST-1092,ST-2609,일반자전거
SPB-56721,2024-06-30 23:31:39,4091,방학역2번출구,0,2024-06-30 23:35:19,01732,방학역사거리,0,3,294.91,1974,F,내국인,ST-3172,ST-1464,일반자전거
SPB-63508,2024-06-30 23:09:51,933,역촌종합시장 버스정류장(예일여고 방면),0,2024-06-30 23:35:19,00194,증산교 앞,0,25,4550.0,1976,M,내국인,ST-481,ST-350,일반자전거
SPB-42369,2024-06-30 22:58:45,1239,문정 법조단지3,0,2024-06-30 23:35:20,03681,길동 마루빌딩,0,36,7727.19,1991,M,내국인,ST-899,ST-2749,일반자전거
SPB-43144,2024-06-30 23:05:31,769,CBS방송국 앞,0,2024-06-30 23:35:20,00773,"염창역 3, 4번 출구 사이",0,29,4014.06,1991,\N,내국인,ST-1995,ST-1999,일반자전거
SPB-39407,2024-06-30 22:45:14,542,강변역 4번출구 뒤,0,2024-06-30 23:35:21,00542,강변역 4번출구 뒤,0,50,12068.95,2002,M,내국인,ST-254,ST-254,일반자전거
SPB-66360,2024-06-30 22:21:44,4264,홍남교 버스정류장,0,2024-06-30 23:35:22,03131,연가교 교차로,0,73,12094.48,1991,M,내국인,ST-3033,ST-2216,일반자전거
SPB-37356,2024-06-30 23:29:46,731,서울시 도로환경관리센터,0,2024-06-30 23:35:23,00703,오목교역 7번출구 앞,0,5,759.61,1973,F,내국인,ST-1002,ST-311,일반자전거
SPB-84546,2024-06-30 23:35:00,4713,현대 뜨레비앙 아파트 앞,99,2024-06-30 23:35:26,04713,현대 뜨레비앙 아파트 앞,99,0,0.0,1978,M,내국인,ST-2623,ST-2623,새싹자전거
SPB-58089,2024-06-30 23:29:25,1128,화곡역 6번출구,0,2024-06-30 23:35:26,02737,까치산역 3번 출구,0,6,2300.0,1993,\N,내국인,ST-829,ST-2054,일반자전거
SPB-53317,2024-06-30 23:28:37,1029,성내어울터,0,2024-06-30 23:35:26,01024,강동구청 앞,0,6,953.28,2001,M,내국인,ST-1046,ST-1041,일반자전거
SPB-66364,2024-06-30 22:43:07,704,남부법원검찰청 교차로,0,2024-06-30 23:35:26,00712,강월초교입구 사거리,0,52,6376.21,1999,M,내국인,ST-312,ST-319,일반자전거
SPB-64478,2024-06-30 23:05:35,4181,보라매공원역 2번출구,0,2024-06-30 23:35:27,00237,보라매 두산위브 건너편,0,29,3830.07,1985,F,내국인,ST-3117,ST-286,일반자전거
SPB-56379,2024-06-30 22:44:20,1244,문정 법조단지8,0,2024-06-30 23:35:28,01244,문정 법조단지8,0,51,9820.0,1996,M,내국인,ST-904,ST-904,일반자전거
SPB-57152,2024-06-30 22:59:38,952,서울연신중학교,0,2024-06-30 23:35:29,00947,연신내 선일하이츠빌 정류소,0,35,7470.0,2003,,내국인,ST-1038,ST-1033,일반자전거
SPB-49033,2024-06-30 23:30:09,2656,풍납동 아이파크 107동 앞,0,2024-06-30 23:35:29,01030,미호 플랜트 앞,0,5,820.0,1992,M,내국인,ST-1878,ST-1047,일반자전거
SPB-38485,2024-06-30 23:30:59,2000,신도림4차 e편한세상 아파트 1109동 앞,0,2024-06-30 23:35:29,04556,리버뷰신안인스빌1차 후문,0,4,938.94,1971,M,내국인,ST-1733,ST-2563,일반자전거
SPB-40365,2024-06-30 23:27:49,2407,역삼서초삼성 세무서 앞 (역삼빌딩 앞),0,2024-06-30 23:35:33,02520,서초1교 (진흥아파트 방면),0,7,1211.51,1984,\N,내국인,ST-1577,ST-1905,일반자전거
SPB-66649,2024-06-30 22:37:18,779,신정1동 주민센터 앞,0,2024-06-30 23:35:33,00782,서남병원 후문,0,58,3342.35,2007,F,내국인,ST-2005,ST-2008,일반자전거
SPB-67871,2024-06-30 23:12:12,777,신월6차보람아파트 앞,0,2024-06-30 23:35:34,03798,그랜드아이파크아파트 앞,0,23,3523.79,1996,M,내국인,ST-2003,ST-2557,일반자전거
SPB-44745,2024-06-30 23:30:44,779,신정1동 주민센터 앞,0,2024-06-30 23:35:35,04509,서울영상고교 입구,0,4,734.2,\N,\N,내국인,ST-2005,ST-2761,일반자전거
SPB-49245,2024-06-30 23:06:51,2403,공무원연금매점 교차로 (개포주공9단지 입구),0,2024-06-30 23:35:36,01241,문정 법조단지5,0,28,6088.15,1985,\N,내국인,ST-1573,ST-901,일반자전거
SPB-36957,2024-06-30 23:30:39,1552,강북구청사거리,0,2024-06-30 23:35:37,01512,강북중학교 앞,0,4,618.84,1997,M,내국인,ST-2125,ST-862,일반자전거
SPB-69393,2024-06-30 23:27:57,4578,보라매sk뷰,0,2024-06-30 23:35:38,04181,보라매공원역 2번출구,0,7,1014.64,1984,M,내국인,ST-2801,ST-3117,일반자전거
SPB-36912,2024-06-30 23:27:06,1191,"마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",0,2024-06-30 23:35:38,01184,마곡13단지,0,8,1064.69,2002,F,내국인,ST-1689,ST-1645,일반자전거
SPB-60452,2024-06-30 23:25:55,4528,양천구청역 1번출구,0,2024-06-30 23:35:39,04515,동문굿모닝탑,0,9,400.0,2001,F,내국인,ST-2692,ST-2765,일반자전거
SPB-41080,2024-06-30 23:26:04,2720,힐스테이트에코,0,2024-06-30 23:35:41,02741,마곡수명산파크5-6단지,0,9,350.42,2004,,내국인,ST-2036,ST-2058,일반자전거
SPB-56451,2024-06-30 23:03:07,286,우성아파트 교차로,0,2024-06-30 23:35:41,01814,두산위브아파트 옆 상가건물 앞,0,32,4050.0,1998,F,내국인,ST-1652,ST-625,일반자전거
SPB-44206,2024-06-30 23:31:17,785,"양천구청, 보건소 사잇길",0,2024-06-30 23:35:43,04535,목동12단지 아파트,0,4,767.48,2007,M,내국인,ST-2011,ST-2960,일반자전거
SPB-39240,2024-06-30 22:35:41,474,동대문역사문화공원역 1번출구 뒤편,0,2024-06-30 23:35:45,01565,수유사거리,0,60,10779.39,1988,M,내국인,ST-1780,ST-2134,일반자전거
SPB-54420,2024-06-30 23:27:38,2111,서울대입구역 1번출구,0,2024-06-30 23:35:45,02108,은천치안센터,0,8,934.25,1994,F,내국인,ST-965,ST-714,일반자전거
SPB-38787,2024-06-30 23:26:01,184,7번가피자 서교망원점,0,2024-06-30 23:35:45,00104,합정역 1번출구 앞,0,9,1348.85,1996,\N,내국인,ST-342,ST-6,일반자전거
SPB-65997,2024-06-30 23:25:38,774,등촌역 4번 출구,0,2024-06-30 23:35:46,05078,왈도강서캠퍼스 앞,0,10,935.41,2002,M,내국인,ST-2000,ST-3068,일반자전거
SPB-35083,2024-06-30 23:30:56,1222,잠실새내역 5번 출구 뒤,0,2024-06-30 23:35:46,02613,잠실나들목,0,4,797.84,2006,M,내국인,ST-547,ST-1705,일반자전거
SPB-64922,2024-06-30 23:25:34,4609,파크타워 104동 앞,0,2024-06-30 23:35:47,04620,삼각지역 14번 출구 앞(교통섬),0,10,1883.72,1997,\N,내국인,ST-2441,ST-2451,일반자전거
SPB-59368,2024-06-30 23:30:08,4538,양천공영차고지,0,2024-06-30 23:35:48,00782,서남병원 후문,0,5,481.76,1997,,내국인,ST-3048,ST-2008,일반자전거
SPB-60795,2024-06-30 21:45:52,4791,명동역9번 출구,0,2024-06-30 23:35:48,03416,동묘앞역 6번출구,0,109,3360.66,1972,M,내국인,ST-2527,ST-1813,일반자전거
SPB-33387,2024-06-30 22:40:36,795,양천 해누리타운,0,2024-06-30 23:35:52,00797,목동아파트 1422동 1434동 사잇길,0,55,1375.93,1973,F,내국인,ST-2396,ST-2398,일반자전거
SPB-64019,2024-06-30 23:16:14,3796,송정역 3번출구 앞,0,2024-06-30 23:35:55,01150,송정역 1번출구,0,19,3430.4,1991,M,내국인,ST-2555,ST-1062,일반자전거
SPB-66892,2024-06-30 23:30:17,247,당산역 10번출구 앞,0,2024-06-30 23:35:55,00280,양평동6차현대아파트 앞,0,5,870.0,1996,\N,내국인,ST-295,ST-1539,일반자전거
SPB-33167,2024-06-30 23:25:48,4609,파크타워 104동 앞,0,2024-06-30 23:35:57,04620,삼각지역 14번 출구 앞(교통섬),0,10,1923.7,1993,\N,내국인,ST-2441,ST-2451,일반자전거
SPB-33766,2024-06-30 21:51:49,3533,건대입구역 사거리(롯데백화점),0,2024-06-30 23:35:57,02521,서초 크로바타워 앞,0,104,11131.07,2000,M,내국인,ST-1660,ST-1906,일반자전거
SPB-33366,2024-06-30 23:05:12,2033,사당동 아르테스 웨딩앞,0,2024-06-30 23:35:59,02060,남성역3번출구 뒤,0,30,2113.85,1990,M,내국인,ST-729,ST-1152,일반자전거
SPB-54662,2024-06-30 23:20:10,1367,길음문화복합미디어센터,0,2024-06-30 23:35:59,01531,미아사거리 1번 출구,0,15,1565.79,2000,\N,내국인,ST-1459,ST-1105,일반자전거
SPB-68223,2024-06-30 22:56:22,795,양천 해누리타운,0,2024-06-30 23:36:00,00797,목동아파트 1422동 1434동 사잇길,0,39,3530.0,2006,F,내국인,ST-2396,ST-2398,일반자전거
SPB-30229,2024-06-30 23:16:45,3760,발산역 8번 출구,0,2024-06-30 23:36:01,01172,가양3동 주민센터,0,19,2705.73,1996,\N,내국인,ST-2538,ST-1509,일반자전거
SPB-59270,2024-06-30 23:35:34,984,상신초등학교앞 버스정류장,0,2024-06-30 23:36:01,00984,상신초등학교앞 버스정류장,0,0,0.0,1993,M,내국인,ST-2252,ST-2252,일반자전거
SPB-66558,2024-06-30 22:44:43,268,그랜드컨벤션센터 앞,0,2024-06-30 23:36:04,04594,양평교 영등포대여소,0,51,6137.14,1995,\N,내국인,ST-422,ST-2920,일반자전거
SPB-58747,2024-06-30 23:31:06,1150,송정역 1번출구,0,2024-06-30 23:36:05,01186,송정중학교,0,4,971.21,2006,M,내국인,ST-1062,ST-1647,일반자전거
SPB-35142,2024-06-30 23:31:59,3002,벽산상암스마트큐브,0,2024-06-30 23:36:05,00154,마포구청역,0,4,364.28,1965,F,내국인,ST-2160,ST-211,일반자전거
SPB-66146,2024-06-30 23:16:42,1259,방이역 1번출구,0,2024-06-30 23:36:07,04897,잠실주공5단지1,0,19,3780.0,1996,M,내국인,ST-1078,ST-2991,일반자전거
SPB-35091,2024-06-30 23:16:19,2723,마곡 필네이처,0,2024-06-30 23:36:09,05061,우장산동 가곡어린이공원앞,0,19,3051.43,1977,F,내국인,ST-2040,ST-2888,일반자전거
SPB-33440,2024-06-30 23:35:15,4804,동서울농협 앞,0,2024-06-30 23:36:09,04804,동서울농협 앞,0,0,0.0,2007,M,내국인,ST-2630,ST-2630,일반자전거
